Created Date,Incident Zip,Unique Key
2020,10115,18
2010,11550,3
2010,14009,1
2017,11236,21229
2010,32230,1
2016,11020,1
2017,10455,11168
2015,08401,1
2015,32255-1268,3
2020,10165,23
2013,10020,285
2021,10075,4749
2011,10474,5001
2011,03016,1
2013,08901,2
2010,10704,9
2021,07621,1
2013,10112,36
2014,55438-0902,1
2019,11417,12733
2011,07702,1
2011,08830,2
2010,20850-5775,4
2012,4009-0517,1
2012,92046-3023,1
2017,11212,23537
2018,10993,1
2018,107005,1
2022,10453,35826
2017,14901,1
2018,11203,27673
2019,07024,1
2018,27414,1
2010,60006,1
2012,07601,2
2013,633-0004,1
2014,07010,1
2010,08820,1
2018,55441,1
2015,1104,1
2010,80014,1
2010,47117 5524,1
2015,10603,1
2015,10013,10508
2014,11416,6231
2019,10038,6162
2014,10044,386
2010,92705,5
2022,11367,8807
2010,85062,1
2022,70006,1
2016,07650,1
2014,10302,4699
2012,10573,1
2015,07644,1
2012,23113,1
2012,92629,1
2012,11804-9005,2
2014,10008,1
2015,10272-0992,1
2011,07093,7
2011,01810,2
2011,10473,8830
2014,00000,34
2016,11369,8894
2018,10452,31582
2012,19154-3210,1
2012,11695,16
2016,07670,1
2010,11001,737
2018,10455,13059
2011,10467,32394
2015,23707,1
2014,18466,1
2012,12550,1
2015,10016,13030
2012,07087,5
2020,10041,36
2011,11375,11916
2011,10121,27
2022,10279,12
2015,11228,8358
2012,11238,15986
2013,11004,2088
2014,12779,1
2012,78245,1
2013,10271,2
2014,06851,2
2015,10505,1
2012,10009,11485
2016,11797,4
2015,11215,17933
2015,12202,1
2016,80526,1
2022,11375,14578
2012,07928,1
2012,10123,1
2019,11203,24792
2015,10703,1
2012,10520,1
2016,15544,1
2010,55435,3
2017,07069,1
2013,10454,7128
2012,77274-281,1
2017,92571-0801,1
2012,10024,8193
2014,11803,6
2010,11766,2
2017,11373,19101
2018,22304,1
2013,89014,2
2013,07076,1
2012,60656-1490,1
2011,27455,1
2019,07094,1
2010,89434,7
2016,40290-1094,1
2017,10270,1
2013,55164-0737,1
2017,08817,1
2019,105550,1
2018,90054-0807,1
2016,11378,11254
2015,11725-5710,2
2014,07631,2
2012,10000,113
2016,55164-0378,1
2017,07054,3
2017,11561,6
2011,43236,3
2015,11530,16
2015,11513,1
2015,91331,1
2018,10039,8715
2021,11201,23016
2010,33902,1
2015,NOT KNOWN,1
2011,07071,5
2011,78226,1
2017,10151,15
2013,92025,1
2011,01650,1
2010,73155,3
2017,10006,1307
2020,11040,868
2013,10150,1
2019,10022,10548
2010,07060,1
2016,10602-5055,1
2013,07094,6
2017,13202,1
2012,10553,3
2016,11416,7402
2017,10994,1
2015,11788,7
2019,11214,22867
2011,77074,2
2011,50701,1
2013,11050,3
2011,10282,160
2017,10159,1
2010,19850-5521,1
2017,10552,4
2012,10050-4295,1
2010,10606,1
2016,07666,3
2010,13088-5342,2
2012,11211,15325
2013,11426,3022
2017,10514,1
2015,11787-2921,1
2010,19182,1
2013,11766,1
2017,11354,12047
2017,11776,1
2010,43218,1
2018,11590,7
2011,10103,2
2011,1062,1
2018,14051,1
2018,11552,1
2017,07114,139
2011,11112,1
2017,92675,1
2016,10106,11
2010,11217,9793
2010,19425,1
2011,10532-1533,1
2013,11371,94
2012,11050,5
2021,11216,31524
2012,3225,1
2014,10703,2
2015,02150,1
2018,10707,3
2010,11566,6
2016,08837,2
2017,11697,243
2012,11735,5
2012,06088,2
2018,08083,1
2011,11695,27
2017,11520,3
2017,90054,1
2014,10307,2591
2011,48015,1
2014,6462430478,1
2019,10704,3
2019,11420,17247
2010,22314,1
2010,81502,1
2017,60179,1
2021,10310,9889
2020,10162,76
2016,07631,1
2018,10471,6186
2014,15219,1
2017,11413,10095
2014,94524,2
2016,11413,8469
2012,10532,5
2018,33762,1
2013,07302,12
2013,11797-9012,1
2013,07202,1
2011,11031,1
2012,1,1
2020,11371,23
2016,10603,3
2017,10453,29900
2010,11420,11011
2016,60197-6103,1
2016,10583,2
2011,55422,1
2015,11412,8428
2015,60601,1
2017,11239,1673
2010,11520,4
2014,11020,3
2013,06371,1
2017,10031,26003
2015,11749,2
2015,98057,5
2012,85001-0071,1
2013,100354,1
2017,10582,1
2012,14206-2317,1
2015,07114,152
2015,11518,1
2015,07206,1
2010,07071,3
2013,10598,1
2011,14240-0846,1
2019,11217,17691
2011,77231-0129,1
2019,10474,5926
2010,08046,2
2012,11746,4
2010,11553,9
2019,07079,1
2010,80221,1
2010,11738,1
2014,54602,1
2022,10115,8
2012,77081,3
2013,11421,7371
2013,11357,6743
2010,60630,1
2015,11105,9385
2019,33756,1
2013,10566,2
2010,40742,1
2010,11716,1
2021,11232,11817
2020,10167,5
2011,06851,1
2018,85251-3643,1
2015,11411,4563
2020,10030,13048
2010,11355,12383
2021,10155,15
2013,NEWARK,1
2013,07086,2
2013,11782,1
2014,10528,1
2017,10001,11371
2010,76065,1
2015,08638,1
2014,32789,1
2016,9153,1
2010,50323,1
2017,07305,2
2021,10007,3291
2013,92618,1
2020,10470,6449
2018,10312,18373
2010,75013,1
2011,30042,1
2017,23541,2
2018,11726,1
2012,10030,7671
2014,44122-5340,1
2010,30329,1
2015,10128,9971
2022,11581,4
2021,10038,5890
2022,10174,20
2018,10940,1
2022,11717,1
2021,10020,230
2022,10039,10976
2022,10456,33167
2010,08879,1
2017,11355,15079
2010,55127,1
2010,08083,4
2016,NEWARK,1
2015,11222,12245
2019,NJ 07,1
2018,12345,14
2016,14701,1
2018,07016,1
2021,10032,30946
2015,43218,1
2022,10458,35436
2015,11371,89
2019,11231,12595
2014,10104,1
2015,10029,18822
2015,07101-4523,1
2012,10470,3433
2021,10456,37132
2022,11215,23008
2014,11795,1
2016,07430,1
2011,11417,7125
2022,11694,7374
2012,32239-5118,1
2012,11534,1
2013,11560,1
2015,11219,15490
2019,11208,29445
2011,11590 5027,1
2022,10469,18670
2016,23320,1
2010,19020,1
2014,11545,1
2018,33309,1
2017,07002,2
2011,02360-4807,1
2016,07632,2
2014,10308,5963
2011,3672,1
2010,11050,4
2015,11357,8859
2018,11557,2
2016,60035,1
2010,00,1
2017,07030,19
2017,11096,4
2010,11368,15262
2018,07601,2
2012,DON'T KNOW,1
2014,10027,17271
2016,28501,1
2016,10151,4
2013,11791,1
2014,10549,1
2013,10305,7909
2018,60649,1
2013,32259,1
2011,10028,7245
2022,84321,1
2016,99999,9
2017,11105,10360
2017,34134,1
2016,10457,25560
2017,10306,15495
2010,10028,7188
2016,92618,1
2015,66223,1
2013,10458,24781
2016,92562,1
2017,11758,3
2015,11703,2
2013,07026,1
2011,32256,4
2011,60089,2
2014,11768,1
2021,10162,69
2012,11420,9375
2011,01830,1
2017,07601,3
2016,220194,1
2016,23285,1
2011,11373,12904
2021,11206,27069
2012,75090,1
2015,06831,1
2017,10154,15
2016,12550,1
2019,08865,1
2010,07107,1
2010,11743,1
2018,11797-9004,2
2013,66063-3330,1
2017,11419,16017
2012,44145,1
2017,10107,16
2017,11206,25600
2017,10065,5821
2015,32896-5004,1
2016,10550,8
2015,07605,1
2013,07631,1
2014,08876,1
2012,07006,1
2019,11207,31355
2018,79704,1
2016,10032,21947
2022,11211,23818
2015,10466,18995
2017,07304,2
2016,10281,97
2021,10021,7046
2012,056679,1
2018,98335,2
2021,11355,17592
2011,11757,1
2011,61702-3427,3
2016,10107,16
2014,11549,1
2011,11385,21317
2018,10467,37048
2019,10463,20610
2014,10464,2470
2017,101,1
2011,10926,1
2018,31131,1
2014,11217,10956
2011,13203,1
2021,11204,21456
2015,07440,1
2010,24033,1
2021,10106,19
2015,07652,1
2013,10465,7172
2014,33486,3
2013,32255-1268,1
2020,11367,9703
2010,80231,3
2012,12203,1
2014,10458,28473
2011,48393,1
2021,10166,4
2014,60181,1
2016,32255-1268,2
2010,90060-0578,2
2019,10116,1
2011,48980,1
2022,11746,2
2010,10462,17384
2015,12207,1
2010,11790,1
2017,17608,1
2016,60607,1
2019,11419,19100
2017,10115,10
2011,11231,7879
2014,55812,1
2022,11357,10927
2022,10014,11386
2017,11553,9
2015,98124,1
2017,11551,1
2019,10314,25917
2015,60630-2534,1
2015,08544,1
2011,21201,1
2019,11226,41172
2022,11413,9259
2016,11224,7727
2013,00717,1
2010,11579,2
2013,92008,1
2011,55344,4
2017,11756,2
2015,85283-4583,1
2017,10567,2
2011,11111,5
2014,10952,1
2012,07801,2
2010,10591,3
2013,10031,19688
2021,11222,21036
2010,11735-9030,3
2012,11423,6397
2011,07631,2
2010,10305,8718
2013,11228,5833
2012,11324,1
2017,01757,1
2011,11229,16176
2014,07024,9
2016,11419,13728
2013,11201,11857
2015,11421,10420
2014,11565,2
2014,14450,1
2015,11577,5
2020,10065,5695
2013,33139,1
2015,07020,9
2014,10177,1
2015,11520,5
2010,0000 000,1
2010,10276,2
2020,10456,31919
2010,10018,3849
2011,02459,1
2018,11572,2
2016,92193,1
2015,10020,190
2010,02061,17
2016,11212-5368,2
2016,10917,1
2012,10016,9236
2010,33351-7902,1
2011,10026,8570
2011,11366,3350
2017,11794,1
2018,11566,1
2018,11433,12175
2016,06870,2
2011,10606,1
2012,76017,1
2016,11802,3
2012,N/A,133
2018,11209,27720
2013,11233,20173
2014,12814,1
2014,11415,5430
2010,60168-4009,1
2014,10048,40
2011,11426,3893
2014,08776,1
2011,11554,1
2010,92619,1
2015,10004,1901
2012,14467,1
2013,11423,5570
2018,50707,1
2018,11797,2
2011,07073,1
2018,11804,1
2017,,123176
2015,10965,1
2019,10105,52
2019,10128,9271
2011,77063,1
2011,43218,4
2015,11552,9
2013,92038,1
2021,11374,14369
2016,14094,1
2010,16601,1
2022,11791,3
2011,11756,3
2011,02007,1
2014,10281,114
2010,08902,1
2019,11550,3
2016,07090,2
2011,61701,1
2019,921008,1
2015,11242,11
2018,30353-0942,1
2019,11205,14549
2014,11801,4
2012,10034,12856
2017,11779,4
2014,91356,1
2018,11364,9310
2018,11239,1772
2011,10014,9479
2018,NJ 07114,1
2015,10036,12986
2019,33434,1
2014,11692,3368
2017,?,1
2010,33760,1
2016,11102,8630
2014,10552,1
2018,11413,12307
2012,11220,15197
2017,N/,1
2019,10171,12
2010,11598,10
2010,29731,1
2012,11414,5832
2010,70004,1
2015,43218-2273,1
2011,30339,1
2010,11037,1
2016,113709,1
2010,11528,1
2013,63141,1
2013,10510,1
2015,11793,4
2020,11232,10019
2014,07054,2
2016,01757-2821,1
2017,18773,1
2012,11791,3
2014,NJ,1
2019,11725,1
2022,10805,1
2017,10036,12683
2011,10302,5719
2015,10021,7416
2014,11507,2
2014,10708,1
2017,06840,1
2013,21065,1
2022,10471,6617
2016,07042,3
2014,07390,1
2012,10022,6931
2010,34230-4155,1
2021,11103,16542
2013,11232,6702
2011,10591,8
2019,10009,17580
2015,296160759,1
2010,07000,1
2018,11222,15960
2018,11765,1
2011,10307,2358
2014,07114,130
2016,11427,4771
2022,11366,11576
2018,11697,258
2010,68103-2858,1
2019,10538,1
2010,14202,1
2022,43229,4
2010,06604,1
2013,92007,1
2018,11747,10
2011,11363,2021
2020,10271,26
2011,07660,2
2010,27713-2204,1
2012,12428,1
2015,11096,4
2016,11795,1
2012,07410,1
2016,14221,2
2013,28590,1
2013,10923,1
2013,11692,3478
2016,07305,6
2019,07001,1
2015,07677,1
2020,11226,44205
2010,75044,1
2010,11040,567
2011,000000000,1
2019,14225,1
2012,90024,1
2019,10461,18322
2018,11237,22440
2013,07103,1
2014,11225,21507
2016,10804,4
2011,11772,1
2021,10469,22727
2010,000,1
2011,11003,18
2018,11451,1
2018,NOT KNOWN,1
2014,92018,1
2016,11417,9349
2011,55345,1
2014,10025,17884
2013,10106,5
2014,18773-9635,1
2018,ANON,1
2018,11776,1
2018,92193,1
2012,11563,6
2015,07417,1
2018,10048,6
2014,10591,4
2018,07000,1
2019,11722,3
2013,000000,4
2022,10179,5
2011,06604,1
2010,17071,1
2018,07052,2
2011,11550-3646,1
2010,11371,44
2014,11359,17
2010,07201,7
2011,92705,3
2015,35813,1
2014,06902,2
2018,98036,3
2014,10112,29
2013,11362,4329
2013,60630,1
2019,07430,1
2011,11422,6104
2010,14228,3
2011,43232,3
2010,07660,2
2018,07042,1
2014,55438,1
2011,11359,25
2016,10605,4
2017,11106,10685
2011,27404,1
2012,19132,2
2014,75081,2
2022,11359,67
2016,10022,9360
2014,11377,15744
2019,10024,13222
2020,11233,25354
2019,06870,1
2021,11372,17035
2014,1000000,1
2011,8368,1
2010,63092,1
2017,10120,34
2013,11566,4
2016,11749,4
2015,07041,1
2018,11781,1
2012,20705,1
2012,33137,1
2010,07871,1
2012,10461,11822
2011,11730,1
2015,07039,1
2015,92551,1
2012,07302,19
2016,10901,1
2013,11111,5
2020,11206,26840
2012,60181,2
2016,10026,11198
2017,02109,1
2021,10034,28226
2014,85711,1
2017,11365,9004
2015,10522,1
2015,10025,19179
2016,11412,8394
2012,10176,1
2016,32205,1
2017,10011,14549
2012,11747-3173,1
2014,10605,2
2012,94551,5
2012,07055,1
2018,07101,1
2015,11201,15247
2018,11233,27505
2011,11572,2
2020,11218,21093
2012,07042,1
2019,11416,9870
2011,10463,15827
2010,78265-9728,1
2011,07008,1
2021,11695,21
2022,10037,6768
2017,10158,16
2013,29615,1
2010,33477,1
2011,30023,1
2018,10168,53
2011,11249,401
2012,83854,2
2017,11221,27016
2011,11371,82
2018,11235,23653
2019,10278,49
2012,14051,1
2019,07003,1
2015,11414,7150
2014,07090,1
2016,10278,29
2018,10259,1
2014,07940,1
2015,03003079,1
2015,NJ 07114,2
2017,90054-0807,1
2019,DID N,1
2016,06902,2
2011,30362,1
2021,30909,1
2017,14726,1
2014,19044,3
2010,19044,8
2017,10471,5430
2012,10005,1747
2012,30021,1
2012,19107,1
2013,33180,1
2016,94545,1
2013,10123,4
2013,12590,3
2014,11242,30
2014,1123,1
2015,NTY,1
2019,10595,1
2016,1101,1
2017,10278,62
2010,11369,7962
2010,11030,3
2013,11553,10
2018,07201,2
2013,94105,1
2014,44139,1
2021,11361,10238
2019,11221,33141
2010,60159-0838,1
2013,75240,2
2011,11772-3518,1
2018,07666,1
2011,34202,1
2010,1850,1
2011,02061-0601,1
2019,10177,15
2014,11723,1
2015,07077,2
2010,10067,1
2010,89193,2
2013,1122,1
2011,06606,1
2016,10707,1
2014,30188,1
2015,11103,10602
2021,10009,22146
2018,10453,30716
2011,10468,24197
2012,10008,1
2019,07208,1
2010,10463,16007
2016,10459,15203
2011,11105,7427
2017,11428,4693
2013,07034,1
2016,11580,15
2010,11111,3
2013,60164,1
2014,10014,9386
2016,30006,1
2017,10451,15390
2015,11372,12579
2014,07207,1
2017,07960,1
2013,10303,5042
2012,11237,14084
2015,NA,25
2018,10010,7631
2011,92046,1
2013,11808,1
2010,11211,19719
2014,10566,1
2017,11710,6
2015,07450,2
2012,19053,1
2012,29601,1
2012,11797-1016,1
2018,10165,25
2010,07039,3
2016,10467,32980
2010,19116,3
2012,37043,1
2010,11210,16944
2017,11411,4623
2013,78683,1
2016,70662,1
2010,11105,7076
2015,08820,1
2018,11421,14415
2020,10178,19
2014,11373,14815
2011,10603,3
2011,32878-5057,1
2017,11378,13799
2013,10464,3262
2013,07024,5
2015,07302,19
2019,11375,14751
2011,10006,1121
2016,11203,21191
2017,11768,1
2012,1566,1
2012,11241,8
2018,11709,2
2018,10601,21
2014,11367,8324
2013,14450,1
2016,11690,1
2019,60656-1490,1
2016,55486-0102,1
2017,48071,1
2021,10601,1
2018,43236,1
2018,UNKNOWN,5
2014,14225,1
2014,92019,1
2016,11054,2
2010,75266-0360,1
2017,19007,1
2012,66211,1
2013,IDK,1
2012,1101,1
2011,11732,1
2021,11426,4960
2010,11226,38452
2011,55164-0437,2
2011,11219,14566
2015,06770-3437,1
2012,11596,1
2018,20602,1
2018,,119692
2013,23562,1
2011,43537,1
2011,07095,1
2018,03108,1
2015,10279,4
2018,11249,10738
2020,10179,8
2019,10003,19310
2019,11801,2
2016,UNKNOWN,5
2015,11352,1
2014,13202,1
2014,10451,12210
2015,14043,1
2010,10850,1
2010,07047,4
2022,10468,39950
2015,10455,10272
2016,07644,1
2010,67504,1
2013,02241-7460,1
2014,11722,1
2017,43226,1
2017,07640,1
2020,10307,4114
2012,19456,1
2016,10155,7
2010,07057,1
2013,30353-1704,1
2013,10423-0935,1
2015,07504,1
2016,11003,13
2015,11726,4
2013,92123,10
2013,10021,6208
2011,32750,2
2013,11226,33549
2018,07020,4
2012,19850,3
2013,02150,2
2011,75313,1
2017,11222,13867
2014,10020,252
2015,10002,19463
2017,11363,2302
2019,11598,2
2010,33615,1
2013,10030,9199
2017,11691,13810
2014,43614,1
2012,1691,1
2015,91324,1
2011,18519,1
2012,33484,1
2016,10021,8960
2010,91716,1
2014,10035,9035
2011,30348,1
2014,10805,1
2019,77306,1
2014,07079,1
2020,10017,4387
2019,07735,1
2011,98006,1
2012,60656,1
2012,10598,1
2014,30360,1
2012,10705,4
2018,08690-1717,1
2021,10460,30461
2022,84119,1
2014,11777,1
2010,85004,1
2014,11215-0389,1
2022,11374,9728
2013,10457,21624
2018,07087,2
2011,86303,1
2014,75201-4234,2
2016,11242,7
2019,11580,7
2021,11417,14208
2020,10037,8737
2014,78265-9707,1
2015,01888-4133,1
2018,10605,2
2016,02061,2
2015,11345,1
2012,11363,2058
2011,57709,1
2010,10577,2
2011,11725,10
2016,10604,4
2011,50613,4
2016,11104,6153
2013,11597,1
2010,60305-6369,1
2020,11220,23231
2021,11211,28624
2012,17104,1
2015,10122,2
2020,10310,9040
2019,11103,11988
2016,19701,1
2012,92562,1
2017,11726,1
2019,11223,22950
2019,11710,5
2016,11385,28567
2020,10302,6020
2011,07852,1
2016,10566,1
2010,?,1
2014,11432,12343
2019,33712,1
2013,07206,2
2017,97208,1
2019,32114,1
2018,12775,1
2022,11793,2
2017,92131,1
2017,10533,1
2021,10055,8
2017,10304,12557
2013,19803,1
2013,11413,6676
2011,6076-1027,1
2013,11375,10964
2012,07101,1
2021,11735,1
2011,10514,1
2015,11234,21529
2012,352093120,1
2011,66207,1
2010,10011,11683
2010,33770,1
2018,10115,18
2013,10310,4968
2010,1000,1
2010,93912-0053,1
2014,10601,8
2010,08003,3
2014,11218,16698
2012,07094,3
2015,10116,1
2017,10303,7280
2020,11362,4345
2019,02132,1
2020,11412,12043
2010,07054-5020,2
2019,43229,1
2013,10048,32
2017,11251,12
2015,11569,1
2013,08701,1
2015,11020,2
2020,10462,24969
2017,11370,6038
2018,????,1
2019,10590,1
2010,10281,56
2017,11560,1
2015,11710,11
2022,10167,11
2010,10314,16121
2018,07621,2
2018,07050,1
2014,11779,1
2021,11003,2
2019,12754,1
2015,JFK,1
2017,11223,18211
2011,11735-9100,1
2012,19013,1
2014,06511,1
2018,14228,1
2014,07087,6
2022,11757,1
2015,22222,1
2010,00721,1
2013,07405,1
2017,11220,22166
2012,43218-2118,1
2016,11010,7
2013,11231,7804
2010,32896-0061,2
2013,17105,1
2019,11356,9053
2010,10303,6307
2010,55164-0887,2
2012,10104,3
2017,10112,114
2011,10031,20785
2017,11362,4125
2017,33609,1
2018,24031-3105,1
2013,10172,1
2022,10032,25009
2020,11217,16316
2016,10530,4
2016,37206,1
2015,85285,1
2014,11697,455
2018,11791,4
2020,10454,12714
2012,11802,2
2010,78596,1
2010,11559,3
2016,10008-378,1
2015,07410,1
2012,33441,1
2010,00976-7234,1
2014,10553,2
2014,75024,2
2010,32668,1
2015,10970,1
2010,10594,3
2012,,127674
2015,10550,6
2015,10601,11
2016,11212,22489
2018,10004,2260
2014,07073,3
2017,74612,2
2018,11735,10
2016,11216,23372
2018,07608,1
2010,02061-4300,1
2016,11802-9060,2
2015,11694,6151
2011,07395,3
2012,02116,1
2022,11428,4502
2018,0000,3
2013,06840,2
2017,10460,19758
2011,11106,7056
2015,07807,1
2010,11754,1
2018,07086,7
2011,60197-6103,2
2016,11356,6645
2019,11249,10144
2016,10025,20996
2014,37615,1
2011,11001,690
2012,07660,2
2019,11096,1
2017,10009,15546
2019,11697,484
2010,18519,2
2018,11359,24
2022,11226,40717
2019,10014,11503
2018,07470,1
2012,95407,1
2013,11213,20465
2013,10128,7809
2017,10111,29
2017,11211,20282
2011,60656-1490,3
2011,06518,1
2014,19053,2
2017,11716,2
2011,10464,1409
2017,10462,20894
2010,7823,1
2018,10045,4
2015,10566,4
2010,19053,5
2011,19702,1
2012,11212,19621
2021,10041,37
2019,10032,21993
2014,11030,4
2014,10538,2
2022,11419,16767
2013,66212,1
2010,75265,1
2018,11204,21334
2014,10275,19
2013,08837,1
2010,32896,2
2010,18504,1
2013,0711,1
2013,06517-3340,1
2016,37909,1
2011,1046-0232,1
2010,07083,1
2010,85062-8234,1
2010,10032,21856
2022,11360,3269
2015,11358,8581
2018,11101,18194
2018,56303,1
2019,10473,13812
2010,10594-0209,2
2013,11735,11
2011,10004,1464
2019,11559,8
2012,11714,2
2020,10069,463
2017,11024,2
2012,11219,12260
2014,10150,2
2011,11802,2
2012,11385,19900
2015,11427,4796
2019,07078,1
2019,12345,32
2018,13501,1
2011,3370,1
2011,07305,1
2019,11357,12197
2014,10038,4545
2017,10034,17936
2014,07304,8
2018,07144,1
2020,10464,2860
2013,07906,1
2010,10010,5290
2015,37067,1
2013,60068,1
2010,10035,7996
2014,12602-0550,1
2014,03104,1
2010,60089,2
2013,10594-0209,1
2013,11225,20134
2010,10318,1
2013,92507,1
2010,11104,5671
2022,11411,4746
2022,10462,24697
2021,10303,8669
2010,23704,1
2011,11203,21961
2012,11757,3
2014,10984,1
2016,07071,2
2019,40512-4444,1
2011,10173,1
2011,11598,4
2012,11431,2
2012,11362,3524
2010,11359,19
2011,1*9138,1
2015,77074,1
2018,10591,3
2016,08901,2
2013,77036,2
2016,1150,1
2010,10459,15287
2011,10570,1
2022,10303,6214
2015,11354,10713
2014,11435,10878
2015,10107,8
2010,10566,1
2012,10003,12132
2011,10573,5
2016,10012,10903
2016,43123,1
2017,10458,29074
2015,10704,4
2015,11206,19748
2016,75380-2068,1
2015,07981,1
2017,10463,21028
2014,07045,1
2019,10304,13679
2013,20013,1
2017,11235,20099
2019,11590,3
2021,92614,2
2010,08360,1
2010,10306,13258
2013,10606,2
2015,10035,10486
2017,11423,7389
2014,95762,1
2011,18706,1
2017,10504,3
2011,10159,1
2011,10523,5
2015,07012,2
2012,11356,4614
2013,08840,1
2010,10536,3
2015,19013,1
2017,60604,1
2013,11420,8369
2010,10029,12376
2017,91716,1
2016,11706,1
2017,75403,1
2016,33063,1
2019,11572,7
2017,NY 10604,1
2017,55433,1
2016,10801-6393,2
2021,11741,1
2017,10025,20965
2014,11224,6554
2012,02241-3113,1
2018,11416,9487
2021,11542,1
2012,74134,1
2018,11772,1
2010,01040-9681,1
2018,10460,21466
2017,11357-1656,1
2014,29616-0759,3
2013,11005,80
2013,11516,2
2022,10110,19
2022,11103,14176
2013,08879,2
2012,94566-9057,2
2010,11214,16974
2013,11758,3
2019,11435,14728
2012,10174,8
2018,61702-3517,2
2011,UNKNOWN,4
2014,10118,5
2018,10021,8540
2010,11764,1
2014,11540,1
2022,11693,3445
2013,29716-0571,1
2021,11217,19664
2012,11234,16215
2012,11720,2
2015,92649,1
2011,10016,9369
2012,11003-4033,1
2015,12549,1
2015,02241-5789,1
2013,10580,1
2019,06902,1
2015,111111,1
2018,11024,1
2010,07728,1
2020,10122,12
2012,03070,1
2012,11370,4161
2017,11802-9060,2
2011,10594,3
2015,1,1
2011,07043,1
2016,12033,1
2013,11518,4
2018,11802-9060,1
2010,10178,1
2015,07631,2
2016,10166,2
2013,11548,1
2016,08817,2
2012,11758,2
2012,01810,1
2015,10173,2
2014,23450,1
2016,11569,1
2017,10027,17456
2010,30071,2
2017,98036,1
2011,06770,1
2019,UNKNOWN,1
2020,10475,4385
2010,10523,5
2012,75007-1912,1
2013,11756-1336,1
2018,11221,31520
2016,11735,6
2018,08807,1
2019,20005,1
2017,10704,6
2017,10165,25
2014,11730,1
2013,07424,1
2019,10034,18062
2016,11793,4
2012,11436,3759
2019,07083,1
2011,48195-0954,1
2018,10271,34
2012,11242,1
2010,11789,1
2020,10018,5420
2019,11010,1
2016,06901,1
2015,07495,1
2016,10451,14558
2014,11374,8526
2012,11368,14165
2016,06515,1
2016,11571,1
2021,11242,10
2019,10312,17834
2014,66207,1
2019,11565,1
2012,90603,1
2012,10523-0935,1
2015,06470,1
2015,11563,8
2014,11234,19852
2019,07029,1
2016,11371,27
2013,07632,2
2019,10801,3
2021,10035,21300
2021,1055O,1
2017,ANON,1
2015,11691,13748
2011,10314,17567
2018,10040,19403
2010,93389-1750,1
2016,11234,23012
2016,11042,2
2014,60523,1
2017,65211,1
2010,10013,10169
2017,07123,1
2018,11801,7
2020,10118,31
2013,06830,1
2016,10005,2600
2015,08876,1
2016,08512,1
2013,11722,1
2014,10460,16971
2016,10034,19400
2020,10010,8729
2017,11209,25241
2017,10750,1
2014,10021,7056
2012,48195-0391,1
2018,0000000,3
2011,43231,3
2012,85254,2
2015,17108,3
2013,11552,2
2010,97005,1
2015,36790,1
2016,10096,1
2018,11208,31825
2011,10278,4
2018,22222,1
2010,07206,1
2013,10026,8786
2017,10459,15576
2020,11213,24784
2015,11364,5891
2010,11706,1
2013,11042,3
2019,10522,2
2019,11040,726
2014,11533,1
2014,07663,1
2017,11950,1
2018,10169,55
2011,33331,1
2015,11701,1
2010,11430,876
2018,14240,1
2019,10039,8541
2017,11357,10140
2017,08840,1
2018,35201,1
2020,11242,13
2012,11102,5703
2015,92584,1
2014,10461,14641
2019,11042,3
2016,11510,3
2016,00000,31
2021,11430,1366
2016,07102,5
2019,07032,2
2016,21201,1
2016,07077,1
2019,10019,16118
2018,75034,1
2010,11423,7749
2019,10173,15
2012,07719,1
2018,100,1
2013,53051,1
2011,06610,1
2013,10103,29
2015,10960,1
2018,08859,1
2011,59102,1
2013,11507,3
2017,68501-2505,1
2015,91311,1
2015,29732,1
2014,11797-9001,1
2015,10007,3161
2022,11788,1
2016,11105,9243
2014,11096,2
2021,10458,39912
2012,75085-2039,1
2011,11590-5027,2
2018,JFK AIRPOR,1
2019,10708,1
2013,11370,4192
2011,10710,2
2015,07660,1
2010,32256,4
2010,08080,1
2015,11753,1
2017,07104,1
2016,07014,1
2019,00881,1
2010,10455,10080
2014,327500,1
2013,07701,1
2015,02061,1
2011,30067,1
2015,97302,1
2013,7666,1
2017,10977,4
2019,33130,1
2018,30189,1
2016,115I0,1
2011,11205,7838
2010,10461,11751
2018,10152,5
2016,10007,3762
2016,07307,2
2010,10129,1
2012,11413,8068
2016,06103,1
2013,18773-9640,1
2011,10367,1
2011,35209-3114,1
2010,11735,20
2013,61702,5
2010,18518,1
2017,07652,1
2016,33463,1
2012,02459,5
2018,11368,20745
2015,11729,3
2013,32988-0061,1
2019,98036,2
2016,60656,1
2011,03079-1048,1
2015,29406,1
2019,08830,1
2018,10025,20760
2011,92013,1
2013,06901,4
2012,46219,1
2016,10023-6349,1
2010,11514,1
2010,10710,6
2011,07033,1
2019,10123,25
2010,11238,16477
2011,10457,23771
2021,11237,24587
2019,10528,2
2018,11598,5
2018,08003,1
2015,10562,1
2015,14621,1
2018,11216,25355
2019,10048,6
2011,10701,11
2013,07722,1
2017,11201,16957
2010,30303,2
2014,11378,9544
2014,08807,1
2019,12209,1
2012,10452,22206
2021,11363,2811
2013,73154-0836,1
2014,07936,1
2018,10175,3
2015,0714,1
2012,07010,2
2010,0730,1
2019,08536,1
2011,44115-1299,1
2012,10950,1
2015,XXXXXXXXXX,1
2018,48507-4685,1
2010,85210,1
2012,13820,1
2011,84130,1
2015,10009,14442
2016,11576,4
2017,14127,1
2013,10577,1
2021,10474,7144
2016,33128,1
2011,07933,1
