Created Date,Incident Zip,Unique Key
2013,07023,1
2010,10128,7746
2013,07306,6
2013,11428,3384
2020,11411,6308
2020,11203,24944
2014,11386,1
2018,07114,134
2010,11212,21301
2015,11369,8366
2017,10282,370
2018,10301,15694
2015,11434,12709
2010,11797-9012,1
2012,11204,12853
2013,10461,11616
2014,14615,1
2013,55120,1
2010,11726,2
2011,64502-0148,1
2016,11553,6
2016,10039,7790
2013,11841,1
2018,112516,1
2019,10026,14197
2014,07094,6
2011,19335,1
2012,07070,2
2013,11354,8838
2014,11701,1
2015,11361,6570
2011,15250-7834,1
2018,07376,1
2010,91716-0500,1
2016,10129,29
2016,11226,38935
2015,0,13
2010,11433,10393
2019,000000,3
2011,14692-2878,1
2011,19053,1
2015,10112,33
2022,11369,10652
2011,10163-4668,1
2017,11780,1
2017,10040,17324
2016,11434,12863
2019,11779,1
2015,94566-9054,1
2015,11783,1
2014,11579,2
2014,11230,21745
2016,11429,4823
2014,99999,3
2022,11026,1
2011,11706,1
2018,10703,2
2010,08086,3
2019,01011,1
2018,91716-0500,1
2012,11755,3
2015,11106,9684
2013,60604-4134,1
2020,11421,17980
2019,11242,17
2019,11520,2
2021,11415,5159
2011,11520,6
2010,11554,4
2013,10153,15
2017,34987,1
2013,11743,2
2020,10170,58
2013,08723,1
2019,11110,1
2014,11763,3
2014,11590-5114,1
2016,11520,10
2010,32256-7412,1
2012,07114,63
2016,07747,1
2019,0,1
2010,01234,1
2017,11208,28746
2011,12212,1
2022,10029,18415
2011,11558,8
2014,11239,948
2016,12222,16
2011,10547,1
2014,06901,1
2017,08063,1
2011,11356,5706
2010,32896-0090,1
2011,11553-0707,1
2013,08854,1
2012,11030,2
2011,*,3
2012,JFK,1
2010,10604,1
2018,10708,2
2015,10118,11
2022,19901,1
2022,10168,62
2020,10471,6270
2010,20902,1
2016,11726,1
2019,11570,1
2011,08086,1
2011,93387-1750,1
2018,07514,1
2011,10460,17261
2010,11558,5
2010,92046-9042,1
2012,11103,7450
2015,10307,2753
2010,08837,2
2010,21230,2
2018,NJ 07310,1
2013,98007,1
2014,10930,1
2011,10472,18955
2022,10465,14113
2010,11231,7830
2018,10994,1
2018,11766,3
2020,10458,30275
2022,11220,22784
2014,29616,3
2021,11354,13185
2018,75205,1
2010,10159,1
2020,10452,35328
2013,07059,1
2015,10460,17991
2020,10177,11
2020,10304,13928
2013,11510,6
2012,12304,1
2016,3358,1
2018,14208,1
2014,11001-2024,1
2019,43017,1
2010,46219,2
2011,07734,1
2012,77094-8911,1
2019,11251,21
2021,11106,12789
2012,10014,8495
2021,10111,11
2010,10471,3718
2013,30144,1
2013,10282,186
2017,10461,15761
2014,10466,18225
2013,13790,1
2013,10601,1
2018,11030,5
2013,10118,14
2016,10553,1
2011,10040,17747
2019,,79092
2015,07105,1
2011,11756-2015,1
2011,14710,1
2012,60606,1
2016,11719,2
2016,17111,1
2017,11225,25092
2011,11104,5260
2015,44146,1
2011,14068,2
2016,10112,51
2010,28705,1
2014,11797-9012,1
2013,35209-3114,1
2012,11693,2766
2019,77092,1
2014,08540,2
2010,11419,11334
2010,30362,1
2011,10453,24951
2010,00000,85
2016,08102,1
2019,07087,3
2012,10037,3707
2012,54305-1654,1
2011,11010,2
2010,34604-0122,1
2019,10110,11
2011,10002,13148
2017,11242,10
2011,11719,1
2015,10573,6
2019,10155,8
2011,55175-0848,1
2018,11420,18685
2012,070370,1
2010,NA,50
2022,10002,22500
2022,11598,1
2010,32255,1
2010,07032,3
2015,10123,11
2016,10989,1
2012,07306,6
2013,10472,15892
2015,10069,385
2016,30084,1
2018,10463,21606
2022,10030,13397
2015,63042,1
2012,14206,1
2010,07016,1
2016,10305,9885
2013,10573,4
2010,920469046,1
2022,10166,5
2012,10128,7217
2018,11234,26326
2015,60181,1
2017,10276,1
2010,10803,36
2011,11530,10
2010,74134,2
2017,11729,3
2011,07670,1
2019,10301,16398
2017,000,2
2017,10562,1
2021,11358,12480
2019,11967,1
2020,10169,839
2016,10473,10835
2011,43219-6011,1
2010,10472,19194
2021,10010,8594
2011,33445,1
2017,110044,1
2010,48043,1
2013,07071,2
2012,12212,1
2017,10055,1
2018,10456,27459
2011,19886,1
2020,10024,14589
2020,10128,9984
2013,10110,1
2011,10708,5
2017,11741,1
2022,07204,1
2015,32801,1
2014,11434-420,1
2013,11242,11
2012,07645,1
2020,10026,18234
2010,23503,1
2013,10528,1
2011,50336,1
2019,11576,1
2010,30360,5
2011,11714-3561,1
2014,11710,12
2014,10005,1921
2010,77074,1
2021,11772,1
2017,10279,40
2011,12202,1
2016,11206,19856
2017,14414,1
2010,92025,2
2014,10603,5
2010,01176,1
2020,11385,45630
2018,07093,10
2011,46219,1
2015,10110,1
2012,00000,39
2015,10706,1
2015,NYC,1
2010,08001,1
2015,11725,7
2021,11104,8840
2021,11416,10599
2020,11357,13227
2011,38655,1
2010,12211,1
2011,11367,7984
2013,11416,5052
2015,11050,3
2013,12601,1
2011,10471,3688
2010,1008,1
2011,50309,1
2013,74134,2
2022,11212,22099
2010,54467,1
2022,92618,1
2016,10017,6843
2017,02061-1674,1
2013,10594,3
2014,45274-2596,1
2010,10970,1
2017,10037,5565
2015,11223,16507
2014,11109,276
2013,11735-9000,1
2015,11102,8530
2018,14225-1032,1
2016,117475002,1
2017,11375,15142
2014,11215,16887
2019,10956,2
2019,10010,8325
2017,11215,22123
2020,11360,3736
2017,64116,1
2011,11738,1
2011,17754,1
2018,10116,3
2011,10162,36
2016,02459,1
2019,06851,2
2012,11236,14569
2013,10116,1
2018,11703,2
2014,60148,1
2018,07040,1
2017,13903,1
2019,10454,10426
2020,11375,16153
2011,10980,2
2010,77084,1
2019,10537,1
2010,08904,1
2010,11249,871
2011,60598-0617,1
2010,12550,1
2011,14228,6
2010,33765,1
2018,08505,1
2016,10591,5
2010,11725,1
2013,10538,1
2017,10048,3
2014,54305-1654,1
2013,11802,1
2014,11430,724
2011,08650,1
2015,187739500,1
2013,08551,1
2017,07657,1
2013,10459,11352
2019,07086,1
2014,11703,1
2015,11804-9005,1
2011,30329,1
2016,11372,11787
2015,10708,4
2018,10459,16532
2011,27932,1
2013,28272-1104,1
2017,08901,2
2020,11373,20561
2014,11714,1
2013,10306,12685
2012,97076-0477,1
2019,78245,1
2013,94551,1
2010,07042,1
2011,11004,2418
2014,07661,1
2016,10528,1
2015,10471,4493
2010,11802,1
2011,NEWARK INT,1
2022,11040,433
2017,000000,8
2017,07660-2112,1
2014,0000,2
2015,10510,1
2011,33126,1
2012,XXX,1
2010,10601,3
2022,10016,13495
2012,91716,1
2015,10461,15126
2022,07080,1
2018,11050,4
2018,10523,2
2015,,147333
2011,27663,1
2020,11210,19851
2017,11717,2
2019,10108,1
2013,11793,3
2010,11220,16514
2013,55344,3
2021,10302,7248
2012,07071,3
2015,1130,1
2017,11791,11
2011,07087,3
2016,11366,6041
2014,07664,1
2016,20705,1
2017,11307,1
2020,11211,25383
2016,19149,1
2017,48333-9223,1
2021,11111,1
2013,11040,513
2018,11374,9624
2011,11040-4609,1
2015,10103,23
2011,07307,4
2017,37402,1
2011,28272-9903,1
2014,11414,7441
2016,11577,5
2012,11253,1
2018,10171,7
2014,11510,3
2011,0000,1
2017,11377,20043
2016,30374-0283,1
2010,12551,2
2017,10591,4
2016,11732,1
2010,11703,1
2016,10165,13
2018,10035,11300
2022,11412,9207
2019,10465,14215
2011,20785-4806,1
2021,11221,38259
2017,11973-5000,1
2013,11358,6317
2016,07040,2
2018,07097,1
2018,11105,11081
2017,10075,4839
2010,02301,1
2012,01041,1
2010,27263-1806,1
2022,11415,4317
2013,10029,12447
2015,60018-4501,1
2014,28201-1115,1
2013,11367,6547
2010,55426,1
2011,33631,1
2017,12222,14
2011,11771,1
2014,11436,4482
2022,78758,1
2012,03079,1
2017,11518,1
2022,10012,9607
2010,11422,6757
2015,57107-0145,1
2015,29737,1
2013,100000,2
2017,10510,1
2017,23464,1
2010,11694,4796
2015,17111-1036,1
2012,11433,8117
2016,11101,15900
2021,10172,25
2015,11598,12
2013,10473,7985
2017,10000,207
2014,84020,1
2018,11367,8961
2018,08021,1
2017,10044,439
2020,11355,15318
2021,11411,6190
2016,11557,1
2011,10279,1
2021,10457,46041
2016,11428,4725
2018,25405,1
2020,10306,16165
2011,10017,4972
2018,07115,1
2014,10954,1
2019,10179,8
2013,11223,12970
2016,80014,1
2019,10149,1
2013,11741,1
2014,07647,1
2012,23462,1
2010,07632,7
2022,10304,10570
2013,06903,1
2015,10005,1966
2014,14221-7820,1
2015,11004,2559
2020,10014,12336
2011,63141-3187,1
2022,10475,3967
2019,11005,79
2012,17701,1
2015,89703,1
2012,85038,1
2021,12543,1
2016,07304,2
2019,601488479,1
2012,55121,1
2017,32255-1268,2
2014,10304,10761
2012,11040,488
2015,07721,1
2015,10302,5723
2010,11005,49
2022,10048,5
2010,33336,1
2019,10802,1
2013,10466,15313
2010,33065,1
2014,10606,1
2017,07102,4
2016,11722,2
2019,10121,270
2016,11436,5124
2015,10606,1
2012,32896-5033,1
2018,210002,1
2016,11229,18087
2021,11210,22816
2019,11374,9802
2013,11429,4114
2018,11213,25835
2010,85282,1
2013,14211,1
2010,10150,1
2021,10314,26504
2017,11766-0402,1
2017,11772-3518,1
2011,68106,1
2018,11693,3791
2017,08902,1
2011,14132-9097,1
2010,90024,1
2021,10158,33
2019,94402,1
2017,07101,4
2012,08823,1
2018,18064,1
2010,95037,2
2011,90024,1
2018,11556,2
2016,10009,17213
2012,11554,3
2018,10105,25
2015,91367,1
2014,11104,5777
2012,11214,14198
2018,11763,2
2016,10152,1
2014,30005,2
2014,11102,7623
2010,10543,1
2019,08081,1
2018,14266,1
2011,63179,1
2015,11419,12529
2010,10466,18188
2022,10454,12057
2011,70002,1
2018,11205,15738
2019,11101,18594
2013,11230,17837
2014,29603,1
2014,10475,3118
2013,10467,28007
2010,11702,1
2018,19456-1280,1
2013,18773-9500,1
2014,60076,1
2015,78265-9705,1
2019,10002,21051
2017,91716-0500,1
2011,44139,1
2018,11435,14580
2017,11784,1
2016,92660,1
2010,11373,14101
2014,10101,1
2014,03110,1
2018,10029,18491
2014,07430,1
2022,10460,23649
2011,NJ 07201,1
2020,11365,11135
2012,30328,1
2016,10120,9
2022,10025,22468
2013,11216,19607
2011,92123,1
2018,11738,1
2014,08827-4010,1
2010,28272,3
2018,13601,1
2022,11697,150
2022,11096,1
2015,06851,2
2013,193330,1
2012,33126,1
2013,84604,3
2017,08859,1
2015,10983,1
2012,10281,72
2013,33401,1
2016,07032,1
2014,10310,6547
2018,01581-5171,1
2012,11472,1
2018,43612,1
2011,1000,1
2011,11948,1
2010,33401,3
2017,10302,5853
2016,06601,1
2014,11042,7
2022,77272,1
2013,10460,13648
2020,10027,23065
2010,14120,2
2015,60173,1
2010,01810,1
2016,11435,12170
2019,55432,1
2011,76161-0206,1
2017,11005,104
2010,08873,4
2013,10533,1
2010,75403-5609,1
2014,37214,1
2013,11239,931
2014,100000,1
2014,076406,1
2013,77056,3
2018,0765,1
2010,10162,21
2022,11208,30692
2012,10303,4950
2012,10805,3
2013,14304,1
2018,32256,2
2013,43359,1
2013,ANONYMOUS,1
2016,07205,1
2020,10032,32595
2021,11231,14790
2015,10474,5505
2021,11704,2
2010,77272,3
2017,11558,2
2016,10018,6686
2013,43054,1
2018,10279,18
2017,33614,2
2012,37210-4107,1
2011,08807,1
2014,10012,8827
2011,11355,10945
2018,11735-3946,1
2016,11756-0215,1
2019,07093,1
2011,11691,12827
2019,10460,19786
2012,11232,6467
2011,11201,10452
2022,10271,27
2020,11102,12547
2017,12250,1
2010,0000-0000,1
2011,10990,1
2010,99999,9
2021,10801,1
2012,14210,10
2015,11581,20
2012,11861,1
2014,11572,1
2021,11692,5715
2013,0,34
2014,33428,1
2013,70711,1
2022,10005,1712
2013,11565,1
2014,75244,1
2012,07093,1
2012,10469,13482
2017,07203,2
2012,43231,4
2011,11378,8800
2012,75013,1
2013,117723518,1
2017,07205,2
2017,07504,1
2020,10038,6018
2016,10455,11330
2022,10604,2
2016,07103-4154,1
2013,07203,1
2014,02205,1
2013,08620,1
2018,02818,1
2010,60015-0738,1
2015,14221,1
2012,92705,3
2012,23541,3
2017,78704,1
2022,11423,7483
2016,10701,8
2010,35209-3120,2
2014,11106,8608
2019,11428,5453
2018,IDK,1
2018,10000,278
2014,14626,1
2017,07111,1
2018,07513,1
2014,98057,3
2016,10031,27457
2013,11204,12916
2019,07080,1
2014,01701-0166,1
2017,08527,1
2017,10522,1
2014,10006,1121
2011,77034,1
2014,07901,1
2018,10306,17796
2013,07055,1
2018,57107,1
2020,10301,14643
2010,07710,3
2016,11697,241
2019,10579,1
2013,11209,12559
2013,11412,7340
2017,11102,9307
2016,11233,22429
2018,92108,1
2022,10550,1
2011,75265-3000,1
2017,11352,2
2013,12255,1
2014,20123,1
2017,93706,1
2011,53201-2983,1
2018,10005,2199
2011,45040,1
2012,06870,1
2012,11354,8514
2012,10473,8480
2021,11422,8913
2010,91309,1
2012,07172,1
2015,11550,10
2010,11232,7053
2010,77063,1
2012,11239,668
2022,10178,10
2017,10121,105
2012,23450,1
2018,10598,2
2014,95476-9005,1
2010,11797,7
2014,11354,9795
2013,10312,10166
2018,11722,1
2019,10069,539
2019,11427,5351
2017,07663,1
2015,11451,1
2010,98046-1547,1
2022,11710,2
2014,07030,15
2012,10308,4951
2018,10308,9113
2016,11235,21008
2018,10PPP,1
2019,06067,1
2012,11042,3
2022,11436,6377
2016,02114,1
2019,1101,1
2013,78746-6379,1
2021,10465,17820
2022,10155,14
2011,82601,1
2017,11234,24939
2010,10469,16512
2013,11377,12682
2014,NA,17
2014,61702-3068,1
2014,10026,10843
2022,11105,12647
2011,11042,6
2014,1208,1
2017,11217,15385
2010,11412,8670
2012,10962,1
2015,06511,2
2018,10033,21799
2011,01851,1
2011,32256-7412,1
2018,11510,3
2010,10024,10513
2013,18436,1
2012,11096,1
2020,11694,7622
2021,11360,3665
2013,32808,1
2013,15210-7834,1
2018,32822,1
2015,13490,1
2012,UNKNOWN,2
2010,15237,1
2016,01757,1
2015,NONE,1
2013,34604,1
2019,11415,5342
2015,94524,1
2016,10259,1
2017,10595,2
2015,10185,1
2013,10104,3
2013,29616-0759,2
2014,32073,1
2012,11427,4249
2015,11501,4
2018,77072,1
2014,10965,1
2014,80111,1
2016,85283-4583,2
2011,08006-0129,1
2015,10014,10696
2011,75356,1
2012,63302-1898,1
2022,10464,2412
2017,11203,23710
2010,78278,1
2013,11797-9004,4
2013,29731,2
2016,18773-9460,1
2010,17108-0988,3
2018,11710,7
2019,07202,1
2010,11434,12431
2015,07603,1
2019,10020,389
2015,11934,1
2014,48451-0505,1
2020,11234,28510
2019,11563,6
2015,07087,8
2013,10000,119
2014,11,1
2017,06901,2
2015,07004,1
2020,10460,25720
2011,10312,12291
2018,11735-9100,1
2015,11738,1
2015,07304,4
2010,33063,2
2010,11702-3035,1
2011,10305,8876
2018,07107,1
2015,18773-4200,1
2021,07067,1
2017,10119,134
2012,33442,1
2017,11757-0602,1
2020,11359,64
2013,11730,1
2018,NEWARK,2
2016,60062,1
2018,10178,12
2015,33309,1
2013,18505,1
2013,11695,7
2021,11212,26931
2010,11570,9
2010,12721,1
2010,11565,1
2010,50037,1
2022,10003,18314
2022,01742,1
2018,10065,6170
2010,07306,5
2011,11714,2
2018,35244,1
2014,11206,17857
2012,11419,9122
2021,10463,27040
2013,06401,1
2016,48393-0824,1
2022,10007,2932
2012,33607,1
2010,10577-0900,2
2017,02298-1002,1
2016,11202,3
2015,10017,6133
2019,11379,12869
2019,10096,1
2011,55439-2409,1
2020,10111,15
2018,11577,1
2017,11230,22334
2016,10065,6915
2013,10541,1
2010,43218-2782,1
2015,11721,1
2011,75001,1
2015,11224,7413
2013,11549-3650,1
2010,30339,2
2011,07010,2
2013,07604,4
2013,11557,2
2016,11758,4
2013,08816,2
2015,10011,14346
2010,63006-0701,1
2014,10573,4
2010,76161,1
2019,07073,1
2013,32896-5022,1
2015,07115,3
2013,11023,2
2011,10034,13403
2012,11229,14322
2019,10028,8991
2010,14240,1
2020,11237,23218
2021,10036,15177
2016,07114,154
2010,10307,2957
2013,17104,1
2012,11542,2
2017,11788,7
2021,11419,20764
2017,080111,1
2016,XXX,1
2013,07073,3
2011,20737,1
2015,07081,1
2012,07036,2
2012,11435,9437
2019,11795,1
2014,10710,2
2011,07666,1
2017,10023,13528
2017,11010,3
2017,10594,2
2020,10279,46
2011,10039-0841,1
2015,10473,10219
2014,10577,1
2015,10553,2
2019,8682,1
2012,07039,1
2022,11777,1
2010,10708,1
2010,10044,345
2014,11211,17848
2012,11203,19028
2016,30092,2
2014,11229,17220
2017,10965,1
2017,91765,1
2012,29603,1
2011,28216,2
2018,11411,5993
2011,92807,1
2018,10106,11
2012,85249,1
2010,11415,4452
2013,11581,5
2021,10030,14336
2015,NOT SURE,1
2011,X,5
2011,10020,225
2011,63195,1
2014,14203,1
2018,11561,8
2010,11241,11
2015,19154,2
2010,07647-2311,1
2012,08869,1
2014,77057,1
2017,10801,7
2021,10065,6450
2013,11105,8064
2014,10803,21
2021,11370,7528
2017,07666,1
2016,11559,1
2010,11501,4
2017,10019,15184
2010,55614,1
2014,11791,4
2010,10453,28103
2010,43218-2273,1
2010,77081,4
2014,11797,4
2017,06489,1
2012,11228,6355
2012,08759,2
2010,10168,2
2018,10804,2
2012,30072,1
2015,07030-5774,1
2010,0000-000,1
2017,11416,7912
2013,14209,2
2010,75370-2257,1
2016,10506,1
2010,30144-7802,1
2016,10458,30078
2016,07105,2
2012,01842,1
2011,53713-3954,1
2020,11251,10
2013,10474,3967
2014,11729,3
2020,10172,10
2011,10007,2540
2014,07620,1
2012,10162,33
2012,93011-3666,1
2017,11429,5669
2011,10029,11935
2017,30189,1
2016,11514,6
2012,60630-2534,1
2018,1451,1
2020,10002,22616
2015,10595,1
2016,10028,9007
2015,40269,1
2018,10562,1
2011,11749,11
2016,11803,4
2012,07201,9
2010,11372,10869
2010,53705,1
2017,12550-0831,1
2022,10011,17636
2016,07310,14
2010,11735-9100,2
2010,55164,7
2016,10304,10828
2011,10021,6431
2015,11207,29757
2018,11576,1
2011,921123,1
2010,73112-7236,1
2020,11004,2981
2016,78265-9584,1
2013,30348/5689,1
2012,10119,4
2010,32801,1
2012,NEWARK AIR,1
2012,21297-1313,1
2010,11416,5994
2015,10044,372
2010,11432,12255
2011,08901,3
2015,43235,1
2010,08906,1
2010,48044,1
2011,10304,10445
2015,07017,1
2020,11225,27625
2015,11238,21120
2019,11355,15207
2015,08540,1
2014,07306,6
2011,10001,7334
2011,75006,1
2010,06857,1
2014,75007-1958,2
2011,80237,1
2013,11725,3
2010,08650,1
2010,11221,27859
2012,10803,19
2021,10470,7323
2015,11225,22412
2012,10007,2290
2011,60197-5219,1
2018,55616,1
2010,11233,25535
2011,34688,1
2012,33771-5351,1
2020,10151,21
2022,11104,7910
2011,10989,1
2022,10018,6156
2020,10314,22914
2010,13480,1
2019,UNK,1
2014,37917,1
2017,10026,11601
2016,11379,8752
2010,84130-0285,1
2015,91722,1
2022,10169,296
2010,07086,5
2017,10105,39
2013,07310,14
2015,08520,1
2015,10801,13
2011,07310,8
2016,11219,15454
2012,11105,6540
2013,11222,9858
2013,10010,5732
2013,19456,1
2016,10573,5
2022,10121,185
2013,98102,1
2017,07201,4
2010,10546,1
2018,11104,6561
2010,19101,1
2020,11229,22125
2020,11364,8148
2022,10000,883
2014,11366,4117
2014,94566-9049,1
2010,37689,1
2016,11530,8
2010,07094,8
2017,40290-1037,1
2018,11046,1
2010,55113-2797,1
2019,10011,16958
2012,07310,14
2010,11791-9036,4
2020,11215,24476
2011,11743,5
2019,11354,11957
2021,11109,988
2020,10152,11
2020,11692,5217
2015,07974,2
2012,94566,2
2018,10118,36
2018,11247,2
2017,30022,1
2015,10310,6553
2014,11212,21389
2016,10307,2581
2019,10603,1
2014,10003,14650
2012,11559,12
2010,43215-5166,2
2019,80202,1
2010,61702-3427,1
2016,14624,1
2013,07114,73
2018,10023,13971
2018,10310,8870
2010,08872,1
2014,20705,1
2022,10123,23
2015,11596,1
2014,07086,4
2016,98335,1
2018,11212,25063
2015,77004,1
2017,112611,1
2012,08535,1
2017,11702,1
2012,10523,6
2022,11358,9600
2015,10463,18815
2016,JFK,1
2012,11374,7256
2019,10012,11024
2010,80632,1
2017,06870,2
2014,91504,1
2011,1065,1
2013,44122,1
2010,75244,1
2012,11570,2
2017,10573,5
2013,11434,10131
2016,07011,1
2014,10069,386
2011,77272-2929,1
2019,10302,6414
2013,11577,1
2019,11234,26837
2015,10591,4
2019,11237,24090
2010,11216,20365
2011,11570,8
2018,08701,1
2015,10012,9129
2014,10595,1
2011,12250,1
2015,10462,19729
2012,33467,1
2011,10010,5017
2016,10041,49
2011,60197,1
2022,07004,1
2016,10312,12833
2014,68135,1
2012,11518,1
2020,11436,7866
2012,14618,1
2022,11109,647
2022,10463,25024
2017,10457,26184
2019,13748,1
2013,10604-1205,1
2014,11370,5127
2018,11020,1
2021,10165,19
2020,10029,23008
2019,10281,170
2014,11232,8126
2021,10128,10720
2012,142002,1
2010,11109,104
2010,10467,32871
2016,10453,30482
2012,60523,1
2021,11359,65
2014,11226,38578
2016,NJ 07114,1
2018,07011,1
2015,11413,8682
2016,08540-1515,1
2022,11228,9360
2016,10030,10763
2016,01581,1
2012,55164,3
2014,07041,1
2016,10801,6
2018,10553,1
2010,12589,1
2014,11111,4
2010,10121,1
2011,11803,6
2018,29616,1
2019,10080,1
2015,11233,22409
2010,11042,5
2018,11809,1
2018,00565,1
2019,11514,2
2019,12701,1
2011,10069,251
2017,38655,1
2013,11001,532
2012,08043,1
2011,11430,463
2011,34238,1
2019,92054,1
2012,11690,1
2014,10028,7749
2016,92584,1
2013,10111,17
2010,92780,1
2015,29616-0759,2
2021,11413,13365
2014,92013-0848,1
2010,10602,2
2012,30360,1
2020,11418,13546
2015,00000,42
2011,10604,1
2018,10041,47
2014,10115,1
2016,10011,16216
2011,07653,1
2016,10469,15218
2017,11501,3
2012,07003,2
2016,29616-0759,1
2018,10954,1
2015,11416,6639
2014,10402,1
2015,14304,1
2019,11373,20882
2015,49503,1
2012,10040,14865
2021,10304,15735
2011,10163,2
2017,11701,1
2019,10037,5706
2019,11757,1
2013,06851,2
2019,11767-0651,1
2012,11023,1
2011,10009,10892
2015,11516,2
2015,10561,1
2012,06371,1
2014,OOOOO,1
2016,11763,1
2014,10548,1
2019,32501,1
2022,11420,17350
2013,10014,9008
2010,11427,4359
2018,11238,24547
2012,11749,3
2013,10033,14483
2012,11223,12920
2015,10280,659
2011,74134,1
2010,19047,2
2021,11423,9843
2017,63179-0441,1
2016,33433,1
2015,11735,8
2011,01840,2
2014,UNSURE,1
2011,11519,1
2015,07071,1
2013,11224,6258
2013,11561,4
2010,30067,1
2018,10552,1
2010,07631,3
2015,12917,1
2016,13851,1
2010,10301,11355
2014,11003,11
2014,07670,1
2015,97477,1
2014,10116,6
2018,10801,11
2013,10034,12646
2014,12590,1
2022,10023,19448
2020,11354,12537
2010,14221,10
2012,11520,3
2014,11241,22
2017,55343,1
2021,11694,7934
2016,11542,1
2016,11111,3
2018,10950,1
2018,07071,1
2012,30010-3747,1
2013,11753,2
2018,11422,8405
2015,12590-8900,1
2012,11373,13535
2013,85013,2
2018,11762,3
2012,48090-2123,2
2021,11230,27166
2019,11359,28
2016,10977,1
2017,11566,2
2014,11793,5
2014,75240,2
2018,10704,10
2016,10013,11384
2013,11011,1
2011,07604,1
2011,02301,1
2015,10285,1
2017,98335,3
2016,11692,3732
2022,11429,5293
2022,11516,1
2011,11412,8411
2013,11251,1
2017,10804,2
2017,11435,13516
2013,10279,2
2011,11411,4108
2011,11204,13305
2013,10455,9339
2016,07030,16
2018,11691,15220
2013,11729,1
2011,30360,2
2018,07030,7
2012,14068,1
2015,92123,1
2012,11577,3
2010,11959,1
2011,06830,3
2011,11226,38392
2019,06093,1
2011,18711,1
2014,14644,1
2012,07605,1
2019,10153,34
2013,34231,1
2014,11011,1
2013,900836,1
2017,.,1
2015,45040,1
2012,64129,1
2013,95476,5
2015,11692,4032
2014,53707,1
2017,10039,8371
2019,10303,8063
2010,07302-3973,1
2011,11210,17224
2013,10595,1
2013,10530,1
2015,07438,1
2015,12071,1
2018,01845,1
2014,11005,120
2013,10013,9357
2014,01850,1
2013,12398,1
2015,78246,1
2010,44146,2
2018,11228,14442
2011,11553,5
2018,55164,2
2019,11518,1
2015,11211,20321
2019,10178,8
2020,11356,11266
2013,11580,12
2018,11746,3
2022,11797,1
2014,10314,16964
2012,10019,11562
2019,10453,29080
2016,11743,4
2010,11011,1
2022,10470,7695
2020,10282,374
2022,11385,35442
2014,02140,2
2014,60018-4501,1
2014,07666,4
2011,10036,7899
2022,11747,1
2020,10119,131
2015,10111,22
2012,11371,19
2013,18344,1
2010,11518,2
2019,11411,6185
2011,11103,7629
2021,10462,30404
2014,UNKNOWN,4
2016,11572,3
2014,06854,1
2014,11738,1
2011,11415,4337
2017,10426,1
2014,10041,14
2014,11778,1
2016,10538,3
2015,11374,9785
2018,N/A,78
2016,06824,1
2019,10457,28747
2011,19886-5153,1
2019,91716-0500,1
2011,90009,1
2011,00000,51
2021,11379,15862
2019,11378,15531
2012,34604,2
2011,11565,4
2013,44132,1
2016,11368,20036
2018,10040-0815,1
2010,30099-0001,1
2018,11769,1
2018,11377,20819
2022,10153,66
2011,0000 0000,3
2012,11249,3983
2017,11379,10856
2010,33405,2
2017,06820,1
2017,13350,1
2022,10022,7814
2016,11357,8196
2018,1422,1
2016,11554,2
2012,13088,1
2021,11429,7517
2013,11714,1
2010,11746,4
2010,33025,1
2021,11225,28532
2011,07047,3
2012,10045,1
2019,19703,1
2011,11804,1
2010,10031,22555
2013,10704,5
2017,11414,8604
2014,30071,1
2015,10101,1
2015,07111,1
2012,00000000,2
2010,12046,1
2010,07410,1
2019,03108,1
2020,10472,24971
2010,10568,1
2011,11413,8732
2022,NA,1
2010,10016,10055
2017,19047,1
2012,07608,2
2019,94267,1
2017,10032,21130
2021,10103,69
2016,10023,13328
2012,11231,7408
2014,02907,1
2013,10006,868
2010,19422,1
2011,10706,2
2017,07007,1
2013,32233,1
2014,10019,13583
2016,08857,1
2010,14226,1
2016,07030-5773,1
2016,07002,4
2021,10312,20860
2016,85351,1
2010,07940,1
2011,10010-3672,1
2011,23451,1
2010,07733,1
2010,12790,2
2012,77218,1
2012,32805,1
2017,11694,5996
2013,13614,1
2015,11695,15
2017,10305,10785
2013,78265-9569,1
2018,10018,5506
2019,11229,22375
2011,63146-7260,1
2010,11356,5243
2017,11420,16770
2020,11239,2549
2022,19053,1
2010,0705,1
2018,0740,1
2018,11357,12511
2012,02886,1
2011,11801,1
2017,06810,1
2013,10468-0232,1
2016,08043,1
2018,10174,12
2013,53713,1
2015,10167,3
2012,11735-9100,1
2019,10543,1
2018,11692,4834
2012,10075,3150
2015,11428,4709
2020,10166,5
2016,10003,20237
2014,N/A,92
2014,23113,1
2018,34711,1
2012,23060,1
2012,11208,20776
2010,10451,11133
2011,11137,1
2016,AIRPORT,1
2017,11714,5
2011,17106,1
2011,10024,9336
2016,11729,3
2021,10174,8
2013,07731,1
2014,11103,9240
2021,11375,16347
2018,07036,2
2010,11357,7720
2016,11545,1
2015,30328,1
2017,11111,4
2014,85080,1
2010,21229,1
2013,11542,10
2017,10012,10202
2016,0000,2
2017,11793,3
2016,07606,1
2016,077011,1
2019,11224,7169
2011,07608,2
2010,07302,10
2018,11436,6338
2011,10462,18160
2017,10309,8709
2016,11714,2
2017,11202,1
2013,13756,1
2014,11231,8457
2014,11788,1
2012,07026,3
2017,37214-0065,1
2018,11230,25245
